fuzzyInput,left,centre, right,fuzzyOutput,fuzzyInterval
-0.14,107.47,108.96,11.03,-0.4,0.14777112
-0.14,107.47,108.96,11.03,-0.4,0.013443947
-0.14,107.47,108.96,11.03,-0.4,0.013562679
-0.14,107.47,108.96,11.03,-0.4,0.013558149
-0.14,267.8,108.96,11.03,-0.4,0.163685083
-0.14,267.8,109.71,11.03,-0.4,0.152844667
-0.14,267.8,109.71,11.03,-0.4,0.013492107
-0.14,267.8,109.71,11.03,-0.4,0.013669014
-0.14,267.8,109.71,11.03,-0.4,0.013387442
-0.14,267.8,109.71,11.03,-0.4,0.013437986
-0.14,267.8,109.71,11.03,-0.4,0.013893127
-0.14,266.7,109.71,11.03,-0.4,0.161309481
-0.14,266.7,114.67,10.86,-0.4,0.149483442
-0.14,266.7,114.67,10.86,-0.4,0.013495922
-0.14,266.7,114.67,10.86,-0.4,0.013506413
-0.14,266.7,114.67,10.86,-0.4,0.013271332
-0.14,266.7,114.67,10.86,-0.4,0.01324749
-0.14,266.7,114.67,10.86,-0.4,0.014941692
-0.14,133.13,114.67,10.86,-0.4,0.165361404
-0.14,133.13,183.48,10.7,-0.4,0.152377129
-0.14,133.13,183.48,10.7,-0.4,0.014755726
-0.14,133.13,183.48,10.7,-0.4,0.013437748
-0.14,133.13,183.48,10.7,-0.4,0.015351534
-0.14,133.13,183.48,10.7,-0.4,0.013543844
-0.14,133.13,183.48,10.7,-0.4,0.013625145
-0.14,106.78,183.48,10.7,-0.4,0.163778067
-0.29,106.78,164.41,10.65,-0.4,0.145680428
-0.14,106.78,164.41,10.65,-0.4,0.170008659
-0.14,106.78,164.41,10.65,-0.4,0.013791084
-0.14,106.78,164.41,10.65,-0.4,0.013650656
-0.14,106.78,164.41,10.65,-0.4,0.013870001
-0.14,107.64,164.41,10.65,-0.4,0.166713953
-0.14,107.64,107.47,10.6,-0.4,0.157113791
-0.14,107.64,107.47,10.6,-0.4,0.013402939
-0.14,107.64,107.47,10.6,-0.4,0.013528109
-0.14,107.64,107.47,10.6,-0.4,0.013387918
-0.14,107.64,107.47,10.6,-0.4,0.016705036
-0.14,107.64,107.47,10.6,-0.4,0.013579369
-0.14,267.29,107.47,10.6,-0.4,0.173631907
-0.14,267.29,121.13,10.61,-0.4,0.149358273
-0.14,267.29,121.13,10.61,-0.4,0.016393185
-0.14,267.29,121.13,10.61,-0.4,0.013363123
-0.14,267.29,121.13,10.61,-0.4,0.013393879
-0.14,267.29,121.13,10.61,-0.4,0.013458729
-0.14,267.29,121.13,10.61,-0.4,0.013399839
-0.14,400,121.13,10.61,-0.4,0.151362658
-0.14,400,177.64,11.1,-0.4,0.149694204
-0.14,400,177.64,11.1,-0.4,0.016010284
-0.14,400,177.64,11.1,-0.4,0.013642073
-0.14,400,177.64,11.1,-0.4,0.014975071
-0.14,400,177.64,11.1,-0.4,0.01375699
-0.14,400,177.64,11.1,-0.4,0.013409376
-0.14,332.6,177.64,11.1,-0.4,0.168479919
-0.14,332.6,188.57,11.1,-0.4,0.195206165
-0.29,332.6,188.57,11.1,-0.4,0.156886816
-0.29,332.6,188.57,11.1,-0.4,0.013344288
-0.29,332.6,188.57,11.1,-0.4,0.013716221
-0.29,332.6,188.57,11.1,-0.4,0.013234615
-0.14,199.95,188.57,11.1,-0.4,0.170003891
-0.29,199.95,137.5,10.68,-0.4,0.153253078
-0.14,199.95,137.5,10.68,-0.4,0.179915667
-0.29,199.95,137.5,10.68,-0.4,0.030917883
-0.14,199.95,137.5,10.68,-0.4,0.013785601
-0.14,267.35,137.5,10.68,-0.4,0.165430546
-0.29,267.35,126.44,10.87,-0.4,0.150187731
-0.29,267.35,126.44,10.87,-0.4,0.013711691
-0.29,267.35,126.44,10.87,-0.4,0.013450861
-0.29,267.35,126.44,10.87,-0.4,0.013412476
-0.29,267.35,126.44,10.87,-0.4,0.014320612
-0.29,267.35,126.44,10.87,-0.4,0.013333797
-0.29,400,126.44,10.87,-0.4,0.173437357
-0.29,400,115.21,10.82,-0.4,0.164187193
-0.29,400,115.21,10.82,-0.4,0.01336813
-0.29,400,115.21,10.82,-0.4,0.018542051
-0.29,400,115.21,10.82,-0.4,0.014047146
-0.29,400,115.21,10.82,-0.4,0.014114857
-0.29,400,115.21,10.82,-0.4,0.013940573
-0.29,400,115.21,10.82,-0.4,0.014794111
-0.29,400,115.21,10.82,-0.4,0.013422489
-0.29,400,92.04,10.87,-0.43,0.165639639
-0.29,400,92.04,10.87,-0.43,0.013485909
-0.29,400,92.04,10.87,-0.43,0.013365746
-0.29,400,92.04,10.87,-0.43,0.013392925
-0.29,400,92.04,10.87,-0.43,0.013431072
-0.29,400,92.04,10.87,-0.43,0.013628483
-0.29,400,92.04,10.87,-0.43,0.013514996
-0.29,281.39,105.3,11.07,-0.43,0.170599699
-0.29,281.39,105.3,11.07,-0.4,0.147098303
-0.29,281.39,105.3,11.07,-0.4,0.01405859
-0.29,281.39,105.3,11.07,-0.4,0.013468504
-0.29,281.39,105.3,11.07,-0.4,0.013988495
-0.29,281.39,105.3,11.07,-0.4,0.01348567
-0.29,281.39,105.3,11.07,-0.4,0.01787281
-0.29,281.39,105.3,11.07,-0.4,0.013363123
-0.29,281.39,76.9,11.01,-0.4,0.174669504
-0.29,281.39,76.9,11.01,-0.43,0.155940294
-0.29,281.39,76.9,11.01,-0.43,0.013646841
-0.29,281.39,76.9,11.01,-0.43,0.013637304
-0.29,281.39,76.9,11.01,-0.43,0.013633013
-0.29,246.44,76.9,10.86,-0.43,0.17201376
-0.29,246.44,126.33,10.86,-0.4,0.214649916
-0.29,246.44,126.33,10.86,-0.4,0.013680458
-0.29,246.44,126.33,10.86,-0.4,0.013543129
-0.29,246.44,126.33,10.86,-0.4,0.013569355
-0.29,246.44,126.33,10.86,-0.4,0.013522148
-0.29,246.44,126.33,10.86,-0.4,0.013531208
-0.29,110.52,125.93,10.9,-0.4,0.156503201
-0.29,110.52,125.93,10.9,-0.4,0.162852764
-0.29,110.52,125.93,10.9,-0.4,0.013404131
-0.29,110.52,125.93,10.9,-0.4,0.013428211
-0.29,110.52,125.93,10.9,-0.4,0.013357878
-0.29,110.52,125.93,10.9,-0.4,0.013324976
-0.29,110.52,125.93,10.9,-0.4,0.013402939
-0.29,264.08,125.82,11.27,-0.4,0.179960251
-0.29,264.08,125.82,11.27,-0.4,0.185070992
-0.29,264.08,125.82,11.27,-0.4,0.017575264
-0.29,264.08,125.82,11.27,-0.4,0.017481089
-0.29,264.08,125.82,11.27,-0.4,0.01396513
-0.29,264.08,125.82,11.27,-0.4,0.013481617
-0.29,264.08,125.82,11.27,-0.4,0.013592005
-0.29,400,175.78,11.06,-0.4,0.182065248
-0.29,400,175.78,11.06,-0.4,0.164745331
-0.29,400,175.78,11.06,-0.4,0.015468359
-0.29,400,175.78,11.06,-0.4,0.013732433
-0.29,400,175.78,11.06,-0.4,0.013657331
-0.29,400,175.78,11.06,-0.4,0.013737202
-0.29,400,175.78,11.06,-0.4,0.013810873
-0.29,267.51,125.15,10.65,-0.4,0.159201384
-0.29,267.51,125.15,10.65,-0.4,0.165258884
-0.29,267.51,125.15,10.65,-0.4,0.016261578
-0.29,267.51,125.15,10.65,-0.4,0.017795086
-0.29,267.51,125.15,10.65,-0.4,0.016886473
-0.29,267.51,125.15,10.65,-0.4,0.014947891
-0.29,267.51,125.15,10.65,-0.4,0.013773203
-0.29,205.33,130.03,10.61,-0.4,0.155940533
-0.29,205.33,130.03,10.61,-0.4,0.178694725
-0.29,205.33,130.03,10.61,-0.4,0.01548481
-0.29,205.33,130.03,10.61,-0.4,0.015414953
-0.29,205.33,130.03,10.61,-0.4,0.013771534
-0.29,205.33,130.03,10.61,-0.4,0.013532877
-0.29,205.33,130.03,10.61,-0.4,0.013605356
-0.29,204.71,291.67,11.05,-0.4,0.188102722
-0.29,204.71,291.67,11.05,-0.36,0.171644926
-0.29,204.71,291.67,11.05,-0.36,0.013534069
-0.29,204.71,291.67,11.05,-0.36,0.013940811
-0.29,204.71,291.67,11.05,-0.36,0.013434172
-0.29,204.71,291.67,11.05,-0.36,0.013614893
-0.29,204.71,291.67,11.05,-0.36,0.013639212
-0.29,106.61,289.36,11.05,0,0.183962822
-0.29,106.61,289.36,11.05,0,0.154503107
-0.29,106.61,289.36,11.05,0,0.013672352
-0.29,106.61,289.36,11.05,0,0.013860464
-0.29,106.61,289.36,11.05,0,0.013555527
-0.14,106.45,289.36,10.65,0,0.172279835
-0.14,106.45,129.88,10.65,0,0.157217503
-0.14,106.45,129.88,10.65,-0.4,0.161584377
-0.14,106.45,129.88,10.65,-0.4,0.022398949
-0.14,106.45,129.88,10.65,-0.4,0.013682127
-0.14,106.45,129.88,10.65,-0.4,0.013391733
-0.14,106.45,129.88,10.65,-0.4,0.014164686
-0.14,127.56,77.35,10.88,-0.4,0.162583351
-0.14,127.56,77.35,10.88,-0.69,0.167125225
-0.14,127.56,77.35,10.88,-0.69,0.013554573
-0.14,127.56,77.35,10.88,-0.69,0.013836384
-0.14,127.56,77.35,10.88,-0.69,0.013375998
-0.14,127.56,77.35,10.88,-0.69,0.013529778
-0.14,127.56,77.35,10.88,-0.69,0.016664743
-0.14,260.84,125.57,11.05,-0.69,0.178959131
-0.14,260.84,125.57,11.05,-0.4,0.153732538
-0.14,260.84,125.57,11.05,-0.4,0.013461828
-0.14,260.84,125.57,11.05,-0.4,0.013914347
-0.14,260.84,125.57,11.05,-0.4,0.013448954
-0.14,260.84,125.57,11.05,-0.4,0.013529539
-0.14,260.84,125.57,11.05,-0.4,0.013546467
-0.14,266.94,178.34,10.87,-0.4,0.195595026
-0.14,266.94,178.34,10.87,-0.4,0.152509451
-0.14,266.94,178.34,10.87,-0.4,0.013294458
-0.14,266.94,178.34,10.87,-0.4,0.014392853
-0.14,266.94,178.34,10.87,-0.4,0.013803005
-0.14,266.94,178.34,10.87,-0.4,0.013539314
-0.14,266.94,178.34,10.87,-0.4,0.013616085
-0.14,134.52,179.59,10.87,-0.4,0.173985243
-0.14,134.52,179.59,10.87,-0.4,0.1607759
-0.14,134.52,179.59,10.87,-0.4,0.016055822
-0.14,134.52,179.59,10.87,-0.4,0.013270378
-0.14,134.52,179.59,10.87,-0.4,0.013418198
-0.14,134.52,179.59,10.87,-0.4,0.013404846
-0.14,134.52,179.59,10.87,-0.4,0.014601469
-0.14,202.37,121.5,11.08,-0.4,0.166414738
-0.14,202.37,121.5,11.08,-0.4,0.145093441
-0.14,202.37,121.5,11.08,-0.4,0.013372898
-0.14,202.37,121.5,11.08,-0.4,0.017096758
-0.14,202.37,121.5,11.08,-0.4,0.015898943
-0.14,202.37,121.5,11.08,-0.4,0.020206928
-0.14,202.37,121.5,11.08,-0.4,0.013581038
-0.14,334.79,120.9,11.1,-0.4,0.171472311
-0.14,334.79,120.9,11.1,-0.4,0.159085035
-0.14,334.79,120.9,11.1,-0.4,0.014272928
-0.14,334.79,120.9,11.1,-0.4,0.013527632
-0.14,334.79,120.9,11.1,-0.4,0.01518774
-0.14,334.79,120.9,11.1,-0.4,0.014939308
-0.14,334.79,120.9,11.1,-0.4,0.013396025
-0.14,267.73,120.9,10.87,-0.4,0.177320242
-0.14,267.73,234.09,10.87,-0.1,0.184813738
-0.14,267.73,234.09,10.87,-0.1,0.013442993
-0.14,267.73,234.09,10.87,-0.1,0.013482094
-0.14,267.73,234.09,10.87,-0.1,0.013543129
-0.14,267.73,234.09,10.87,-0.1,0.013859749
-0.14,110.24,234.09,10.62,-0.1,0.178137064
-0.29,110.24,258.08,10.62,0,0.1489501
-0.14,110.24,258.08,10.62,0,0.1499331
-0.14,110.24,258.08,10.62,0,0.014590979
-0.14,110.24,258.08,10.62,0,0.013844013
-0.14,110.24,258.08,10.62,0,0.013908386
-0.14,108.58,258.08,10.83,0,0.161433935
-0.14,108.58,202.29,10.83,0,0.153136015
-0.14,108.58,202.29,10.83,0,0.013608694
-0.14,108.58,202.29,10.83,0,0.013442993
-0.14,108.58,202.29,10.83,0,0.013448
-0.14,108.58,202.29,10.83,0,0.013439655
-0.14,108.58,202.29,10.83,0,0.013340473
-0.14,108.36,202.29,11.07,0,0.178356409
-0.14,108.36,178.01,11.07,-0.4,0.179717779
-0.14,108.36,178.01,11.07,-0.4,0.01340127
-0.14,108.36,178.01,11.07,-0.4,0.013460398
-0.14,108.36,178.01,11.07,-0.4,0.016633749
-0.14,108.36,178.01,11.07,-0.4,0.013586998
-0.14,108.36,178.01,11.07,-0.4,0.016723394
-0.14,46.03,178.01,11.06,0,0.169726849
-0.14,46.03,152.02,11.06,0,0.163440943
-0.14,46.03,152.02,11.06,0,0.013455868
-0.14,46.03,152.02,11.06,0,0.013694763
-0.14,46.03,152.02,11.06,0,0.017712116
-0.14,46.03,152.02,11.06,0,0.017665386
-0.14,46.03,152.02,10.8,0,0.020530462
-0.14,69.98,152.02,10.8,0,0.183125257
-0.29,69.98,152.35,10.8,0,0.149067879
-0.14,69.98,152.35,10.8,0,0.181218863
-0.14,69.98,152.35,10.8,0,0.013636351
-0.14,69.98,152.35,10.8,0,0.013410807
-0.14,134.24,152.35,10.82,-0.4,0.173689604
-0.14,134.24,179.45,10.82,-0.4,0.15895009
-0.14,134.24,179.45,10.82,-0.4,0.019222498
-0.14,134.24,179.45,10.82,-0.4,0.016938686
-0.14,134.24,179.45,10.82,-0.4,0.016396046
-0.14,134.24,179.45,10.82,-0.4,0.022970915
0,268.01,179.45,11.03,-0.4,0.178853035
0,268.01,122.06,11.03,-0.4,0.155938387
0,268.01,122.06,11.03,-0.4,0.171847105
0,268.01,122.06,11.03,-0.4,0.014797688
0,268.01,122.06,11.03,-0.4,0.016073227
0,268.01,122.06,11.03,-0.4,0.017342567
-0.14,291.29,122.06,10.86,-0.4,0.178180695
-0.29,291.29,69.95,10.86,-0.4,0.162216663
-0.14,291.29,69.95,10.86,-0.69,0.167981386
-0.14,291.29,69.95,10.86,-0.69,0.014001608
0,291.29,69.95,10.88,-0.8,0.170951366
0,202.49,69.95,10.88,-0.8,0.162916183
0,202.49,126.99,10.88,-0.4,0.197750807
0,202.49,126.99,10.88,-0.4,0.013546944
0,202.49,126.99,10.88,-0.4,0.01337409
0,202.49,126.99,10.88,-0.4,0.013321161
0,195.32,126.99,10.82,-0.4,0.175906897
0,195.32,178.02,10.82,-0.4,0.145525217
0,195.32,178.02,10.82,-0.4,0.187194347
0,195.32,178.02,10.82,-0.4,0.013440132
0,195.32,178.02,10.82,-0.4,0.013302565
0,123.75,178.02,10.8,-0.4,0.175121784
0,123.75,177.67,10.8,-0.4,0.160248756
0,123.75,177.67,10.8,-0.4,0.159565687
0,123.75,177.67,10.8,-0.4,0.014545441
0,123.75,177.67,10.8,-0.4,0.016035557
0,239.64,177.67,11.04,-0.4,0.187936306
0,239.64,118.16,11.04,-0.4,0.197391748
0,239.64,118.16,11.04,-0.4,0.160160065
0,239.64,118.16,11.04,-0.4,0.013631105
0,239.64,118.16,11.04,-0.4,0.013520241
0,239.64,118.16,10.86,-0.4,0.174732208
0,267.35,68.18,10.86,-0.4,0.173166513
0,267.35,68.18,10.86,-0.8,0.170571327
0,267.35,68.18,10.86,-0.8,0.013332844
0,267.35,68.18,10.86,-0.8,0.013473988
0,267.35,68.18,10.82,-0.8,0.1524508
0,134.26,68.18,10.82,-0.8,0.16549468
0,134.26,75.6,10.82,-0.8,0.171620846
0,134.26,75.6,10.82,-0.8,0.013489485
0,134.26,75.6,10.82,-0.8,0.013656855
0,134.26,75.6,10.82,-0.8,0.013884068
0,266.91,75.6,11.04,-0.8,0.195034504
-0.14,266.91,76.54,11.04,-0.69,0.165951014
-0.29,266.91,76.54,11.04,-0.43,0.156170845
-0.14,266.91,76.54,11.11,-0.69,0.154606819
-0.14,239.64,76.54,11.11,-0.69,0.177898169
-0.29,239.64,79.42,11.11,-0.43,0.165483475
-0.14,239.64,79.42,11.11,-0.69,0.177560568
-0.29,239.64,79.42,10.92,-0.43,0.166290283
0,239.64,79.42,10.92,-0.8,0.165851831
-0.14,79.22,71.54,10.92,-0.1,0.164295912
-0.14,79.22,71.54,10.92,-0.1,0.168029308
-0.14,79.22,71.54,10.92,-0.1,0.013585806
-0.29,79.22,71.54,10.91,-0.36,0.175346613
-0.29,79.33,71.54,10.91,-0.36,0.160339117
-0.29,79.33,56.91,10.91,-0.36,0.15486455
-0.29,79.33,56.91,10.91,-0.36,0.013477325
-0.29,79.33,56.91,10.91,-0.36,0.013385773
-0.29,79.33,56.91,10.91,-0.36,0.013369322
-0.14,79.33,56.91,10.86,-0.1,0.156550169
-0.14,79.33,56.91,10.86,-0.1,0.013431072
-0.14,146.3,44.09,10.86,-0.69,0.159371138
-0.43,146.3,44.09,10.86,-0.4,0.159151316
-0.43,146.3,44.09,10.86,-0.4,0.013726234
-0.43,146.3,44.09,10.86,-0.4,0.014165163
-0.14,146.3,44.09,10.87,-0.69,0.17068553
-0.14,201.11,48.17,10.87,-0.69,0.154840708
-0.14,201.11,48.17,10.87,-0.69,0.159141541
-0.14,201.11,48.17,10.87,-0.69,0.014098406
-0.14,201.11,48.17,10.87,-0.69,0.013610601
-0.14,201.11,48.17,10.9,-0.69,0.175615072
-0.14,160.82,229.19,10.9,-0.69,0.168015718
-0.14,160.82,229.19,10.9,0,0.16773653
-0.14,160.82,229.19,10.9,0,0.013515472
-0.14,160.82,229.19,10.9,0,0.013908386
-0.14,160.82,229.19,10.83,0,0.150831461
-0.14,160.82,229.19,10.83,0,0.033660412
-0.14,133.39,228.59,10.83,0,0.176048279
-0.14,133.39,228.59,10.83,0,0.148536921
-0.14,133.39,228.59,10.83,0,0.013855934
-0.14,133.39,228.59,10.83,0,0.015548468
-0.14,133.39,228.59,11.04,0,0.14478755
-0.14,133.39,228.59,11.04,0,0.01347661
-0.14,133.13,63.29,11.04,0,0.196745872
-0.14,133.13,63.29,11.04,-0.69,0.152576923
-0.43,133.13,63.29,10.92,-0.4,0.170909882
-0.14,133.13,63.29,10.92,-0.69,0.176107407
-0.43,266.01,65.22,10.92,-0.4,0.166584492
-0.14,266.01,65.22,10.92,-0.69,0.233513355
-0.14,266.01,65.22,10.68,-0.69,0.014771223
-0.14,266.01,65.22,10.68,-0.69,0.153967381
-0.14,266.67,59.77,10.68,-0.69,0.180570364
-0.43,266.67,59.77,10.68,-0.4,0.17357707
-0.14,266.67,59.77,10.66,-0.69,0.170706987
-0.43,266.67,59.77,10.66,-0.4,0.149478436
-0.14,133.54,57.28,10.66,-0.69,0.175140142
-0.14,133.54,57.28,10.66,-0.69,0.163128376
-0.14,133.54,57.28,10.66,-0.69,0.015755653
-0.14,133.54,57.28,10.66,-0.69,0.013571978
-0.14,133.54,57.28,10.45,-0.69,0.15745163
-0.43,132.29,61.31,10.45,-0.4,0.151768208
-0.29,132.29,61.31,10.45,-0.43,0.154959917
-0.29,132.29,61.31,10.45,-0.43,0.015590429
-0.14,132.29,61.31,10.66,-0.69,0.173344612
-0.14,132.29,61.31,10.66,-0.69,0.162575006
-0.14,152.17,111.14,10.66,-0.69,0.173501253
-0.14,152.17,111.14,10.66,-0.4,0.144220114
-0.14,152.17,111.14,10.66,-0.4,0.013926268
-0.14,152.17,111.14,11.09,-0.4,0.037962675
-0.14,152.17,111.14,11.09,-0.4,0.148980379
-0.14,286.75,117.58,11.09,-0.4,0.170603752
-0.14,286.75,117.58,11.09,-0.4,0.156265259
-0.14,286.75,117.58,11.09,-0.4,0.015112162
-0.14,286.75,117.58,11.09,-0.4,0.019073486
-0.14,286.75,117.58,10.88,-0.4,0.155143261
-0.14,286.75,117.58,10.88,-0.4,0.013544798
-0.14,400,142.77,10.88,-0.4,0.174937725
-0.14,400,142.77,10.88,-0.4,0.159571171
-0.14,400,142.77,10.88,-0.4,0.01436758
-0.14,400,142.77,10.91,-0.4,0.152990341
-0.14,400,142.77,10.91,-0.4,0.013519049
-0.14,400,142.77,10.91,-0.4,0.014544725
-0.14,267.32,130.22,10.91,-0.4,0.168020248
-0.14,267.32,130.22,10.91,-0.4,0.145944357
-0.14,267.32,130.22,10.91,-0.4,0.013650417
-0.14,267.32,130.22,11.29,-0.4,0.186737537
-0.14,267.32,130.22,11.29,-0.4,0.023848057
-0.14,267.32,130.22,11.29,-0.4,0.014940739
-0.14,267.32,130.22,11.29,-0.4,0.014783382
-0.14,267.32,63.46,11.29,-0.69,0.153075695
-0.14,267.32,63.46,11.29,-0.69,0.013768196
-0.14,267.32,63.46,11.29,-0.69,0.013814449
-0.14,267.32,63.46,11.45,-0.69,0.183757067
-0.14,267.32,63.46,11.45,-0.69,0.013339996
-0.14,338.51,71.69,11.45,-0.69,0.201453447
-0.14,338.51,71.69,11.45,-0.69,0.158430576
-0.14,338.51,71.69,10.86,-0.69,0.159408092
-0.14,338.51,71.69,10.86,-0.69,0.03036356
-0.14,338.51,71.69,10.86,-0.69,0.013548613
-0.14,183.52,71.69,10.86,-0.69,0.169737101
-0.14,183.52,75.04,10.86,-0.69,0.161581993
-0.14,183.52,75.04,10.86,-0.69,0.013780594
-0.14,183.52,75.04,10.42,-0.69,0.145644665
-0.14,183.52,75.04,10.42,-0.69,0.013410807
-0.14,183.52,75.04,10.42,-0.69,0.013298035
-0.14,112.14,125.22,10.42,-0.69,0.168758392
-0.14,112.14,125.22,10.42,-0.4,0.152522564
-0.14,112.14,125.22,10.58,-0.4,0.160274029
-0.14,112.14,125.22,10.58,-0.4,0.01551652
-0.14,112.14,125.22,10.58,-0.4,0.013785839
-0.14,112.14,125.22,10.58,-0.4,0.013690233
-0.14,134.19,175.04,10.58,-0.4,0.179139614
-0.14,134.19,175.04,10.58,-0.4,0.180842638
-0.14,134.19,175.04,10.6,-0.4,0.16157198
-0.14,134.19,175.04,10.6,-0.4,0.0134027
-0.14,134.19,175.04,10.6,-0.4,0.033555031
-0.14,267.07,129.12,10.6,-0.4,0.169103384
-0.14,267.07,129.12,10.6,-0.4,0.168784857
-0.14,267.07,129.12,10.84,-0.4,0.164439917
-0.14,267.07,129.12,10.84,-0.4,0.013397932
-0.14,267.07,129.12,10.84,-0.4,0.023360014
-0.14,266.71,83.29,10.84,-0.4,0.173123598
-0.14,266.71,83.29,10.84,-0.69,0.17496109
-0.14,266.71,83.29,11.21,-0.69,0.173133135
-0.14,266.71,83.29,11.21,-0.69,0.01378417
-0.14,266.71,83.29,11.21,-0.69,0.014660835
-0.14,133.36,83.33,11.21,-0.69,0.15826726
-0.14,133.36,83.33,11.21,-0.69,0.158781528
-0.14,133.36,83.33,11.02,-0.69,0.155367613
-0.14,133.36,83.33,11.02,-0.69,0.014445543
-0.14,133.36,83.33,11.02,-0.69,0.013616323
-0.14,133.36,83.33,11.02,-0.69,0.020838737
-0.14,266.65,70.67,11.02,-0.69,0.15932703
-0.14,266.65,70.67,11.02,-0.69,0.17863512
-0.14,266.65,70.67,10.89,-0.69,0.154739618
-0.14,266.65,70.67,10.89,-0.69,0.013838768
-0.14,266.65,70.67,10.89,-0.69,0.013669729
-0.14,400,66.77,10.89,-0.69,0.162991285
-0.14,400,66.77,10.89,-0.69,0.216848135
-0.14,400,66.77,10.9,-0.69,0.157877684
-0.14,400,66.77,10.9,-0.69,0.014188528
-0.14,400,66.77,10.9,-0.69,0.013687611
-0.14,267.13,75.43,10.9,-0.69,0.197129488
-0.14,267.13,75.43,10.9,-0.69,0.169363737
-0.14,267.13,75.43,10.88,-0.69,0.149707079
-0.14,267.13,75.43,10.88,-0.69,0.013985395
